Time,Open,High,Low,Close,Volume
2022-06-02T05:00:00+0000,28.55,28.65,27.8,27.999000000000002,7289
2022-06-03T05:00:00+0000,27.95,28.45,27.9,28.2206,10938
2022-06-06T05:00:00+0000,28.25,28.35,27.79,28.0834,9257
2022-06-07T05:00:00+0000,28.1,28.62,27.57,27.6105,9386
2022-06-08T05:00:00+0000,27.66,28.0,27.46,27.6113,8412
2022-06-09T05:00:00+0000,27.58,28.45,27.45,28.3854,9338
2022-06-10T05:00:00+0000,28.33,29.95,28.27,29.7342,20714
2022-06-13T05:00:00+0000,29.65,32.1,29.6,31.8321,27356
2022-06-14T05:00:00+0000,31.68,32.0,30.98,31.1679,20801
2022-06-15T05:00:00+0000,31.2,31.3,29.2,30.0002,20546
2022-06-16T05:00:00+0000,29.75,31.77,29.34,31.4011,18915
2022-06-17T05:00:00+0000,31.23,31.47,30.45,30.6186,1665
2022-06-20T05:00:00+0000,30.45,31.4,30.28,30.29,1665
2022-06-21T05:00:00+0000,30.26,30.3,29.5,30.1493,12403
2022-06-22T05:00:00+0000,29.95,30.82,29.35,29.3748,17053
2022-06-23T05:00:00+0000,29.55,29.92,29.12,29.4356,10181
2022-06-24T05:00:00+0000,29.52,29.55,28.7,29.0865,12355
2022-06-27T05:00:00+0000,28.95,29.23,28.35,28.55,10437
2022-06-28T05:00:00+0000,28.55,29.3,28.13,29.0828,14042
2022-06-29T05:00:00+0000,29.2,29.58,29.02,29.1346,11935
2022-06-30T05:00:00+0000,29.09,30.17,29.07,29.5296,16608
2022-07-01T05:00:00+0000,29.65,30.1,28.9,28.9997,1531
2022-07-04T05:00:00+0000,29.1,29.35,28.85,28.96,1531
2022-07-05T05:00:00+0000,29.0,30.0,28.78,29.0007,16848
2022-07-06T05:00:00+0000,29.07,29.4,28.7,28.7167,14020
2022-07-07T05:00:00+0000,28.77,28.95,28.12,28.5093,14954
2022-07-08T05:00:00+0000,28.58,28.75,27.95,28.1053,17416
2022-07-11T05:00:00+0000,28.15,28.85,28.15,28.7076,16229
2022-07-12T05:00:00+0000,28.67,29.1,28.2,28.7804,21187
2022-07-13T05:00:00+0000,28.8,29.66,28.38,28.6798,29712
2022-07-14T05:00:00+0000,28.92,29.7,28.75,28.859,28435
2022-07-15T05:00:00+0000,28.9,29.11,27.7,27.8025,24675
2022-07-18T05:00:00+0000,27.8,28.55,27.41,28.3917,29031
2022-07-19T05:00:00+0000,28.3,28.3,27.53,28.0034,28310
2022-07-20T05:00:00+0000,27.85,28.2,27.45,27.5334,35011
2022-07-21T05:00:00+0000,27.65,27.9,27.2,27.2669,35359
2022-07-22T05:00:00+0000,27.37,27.7,26.95,27.1502,39796
2022-07-25T05:00:00+0000,27.22,27.42,26.82,27.0384,37280
2022-07-26T05:00:00+0000,27.11,27.85,27.07,27.4397,38639
2022-07-27T05:00:00+0000,27.16,27.18,26.3,26.6903,40775
2022-07-28T05:00:00+0000,26.5,26.77,25.37,25.5516,47571
2022-07-29T05:00:00+0000,25.35,25.55,25.0,25.3817,45527
2022-08-01T05:00:00+0000,25.35,26.17,25.25,26.0517,43688
2022-08-02T05:00:00+0000,26.05,26.73,25.6,26.3001,53902
2022-08-03T05:00:00+0000,26.3,26.42,25.05,25.1488,51361
2022-08-04T05:00:00+0000,25.25,25.68,25.12,25.2502,45156
2022-08-05T05:00:00+0000,25.3,25.81,24.75,24.7969,50961
2022-08-08T05:00:00+0000,24.83,25.27,24.2,24.8737,60373
2022-08-09T05:00:00+0000,24.8,25.4,24.8,25.0329,44423
2022-08-10T05:00:00+0000,24.91,25.15,23.5,23.5999,77174
2022-08-11T05:00:00+0000,23.65,24.25,23.4,23.8495,72599
2022-08-12T05:00:00+0000,23.8,24.0,23.05,23.6234,61809
2022-08-15T05:00:00+0000,23.55,23.95,23.05,23.2003,68284
2022-08-16T05:00:00+0000,23.35,23.67,23.1,23.4392,86424
2022-08-17T05:00:00+0000,23.45,23.95,23.05,23.2813,74841
2022-08-18T05:00:00+0000,23.33,23.65,22.9,22.9999,45777
2022-08-19T05:00:00+0000,23.05,24.6,23.0,24.1028,75089
2022-08-22T05:00:00+0000,24.25,25.91,24.25,25.8208,84611
2022-08-23T05:00:00+0000,25.65,26.1,24.88,25.3302,67341
2022-08-24T05:00:00+0000,25.4,25.7,24.2,24.3501,59387
2022-08-25T05:00:00+0000,24.2,24.45,23.45,23.5977,62870
2022-08-26T05:00:00+0000,23.7,26.31,23.5,26.1802,101320
2022-08-29T05:00:00+0000,26.45,27.15,25.7,26.0278,90517
2022-08-30T05:00:00+0000,26.15,27.0,25.35,26.4608,96286
2022-08-31T05:00:00+0000,26.3,26.48,25.41,25.7939,76578
2022-09-01T05:00:00+0000,25.9,27.2,25.5,25.6212,84942
2022-09-02T05:00:00+0000,25.7,26.45,24.25,25.9363,5058
2022-09-05T05:00:00+0000,25.65,26.05,25.45,25.8,5058
2022-09-06T05:00:00+0000,25.7,27.0,24.9,26.7579,93058
2022-09-07T05:00:00+0000,26.7,27.2,24.8,24.8966,71958
2022-09-08T05:00:00+0000,24.95,25.7,24.2,24.3161,59940
2022-09-09T05:00:00+0000,24.25,24.33,23.55,23.9496,48064
2022-09-12T05:00:00+0000,23.75,24.31,23.1,23.9193,61955
2022-09-13T05:00:00+0000,23.8,27.2,23.41,26.745,127789
2022-09-14T05:00:00+0000,26.7,27.11,26.0,26.4161,84269
2022-09-15T05:00:00+0000,26.1,26.7,25.4,26.3637,61912
2022-09-16T05:00:00+0000,26.65,28.3,26.17,26.2206,72828
2022-09-19T05:00:00+0000,26.25,27.3,25.5,25.7761,47353
2022-09-20T05:00:00+0000,25.7,27.66,25.48,26.9999,43971
2022-09-21T05:00:00+0000,27.1,27.7,26.65,26.65,1358
