Time,Open,High,Low,Close,Volume
2005-05-03T05:00:00+0000,15.59,15.6,15.3,15.42,119
2005-05-04T05:00:00+0000,15.45,15.65,15.0,15.05,1663
2005-05-05T05:00:00+0000,14.85,15.0,13.71,14.78,610
2005-05-06T05:00:00+0000,14.77,14.87,14.7,14.87,26
2005-05-09T05:00:00+0000,14.85,15.0,14.69,14.74,81
2005-05-10T05:00:00+0000,14.9,15.27,14.9,15.27,127
2005-05-11T05:00:00+0000,15.3,15.75,15.28,15.28,756
2005-05-12T05:00:00+0000,15.35,16.1,15.35,16.0,210
2005-05-13T05:00:00+0000,16.0,16.5,15.75,16.23,191
2005-05-16T05:00:00+0000,16.05,16.2,15.68,15.72,179
2005-05-17T05:00:00+0000,15.67,15.79,14.97,15.35,390
2005-05-18T05:00:00+0000,15.15,15.15,14.79,14.95,174
2005-05-19T05:00:00+0000,14.92,15.22,14.75,14.79,284
2005-05-20T05:00:00+0000,14.87,15.1,14.72,14.75,254
2005-05-23T05:00:00+0000,14.84,14.84,14.57,14.57,230
2005-05-24T05:00:00+0000,14.64,14.64,14.48,14.48,89
2005-05-25T05:00:00+0000,14.5,14.55,14.5,14.53,39
2005-05-26T05:00:00+0000,14.44,14.6,14.33,14.39,225
2005-05-27T05:00:00+0000,14.39,14.39,14.37,14.37,1
2005-05-31T05:00:00+0000,14.49,14.57,14.42,14.56,57
2005-06-01T05:00:00+0000,14.55,14.55,14.29,14.34,145
2005-06-02T05:00:00+0000,14.4,14.44,14.4,14.42,122
2005-06-03T05:00:00+0000,14.38,14.58,14.3,14.43,73
2005-06-06T05:00:00+0000,14.57,14.57,14.3,14.33,83
2005-06-07T05:00:00+0000,14.27,14.45,14.2,14.34,184
2005-06-08T05:00:00+0000,14.35,14.4,14.18,14.35,463
2005-06-09T05:00:00+0000,14.42,14.46,14.18,14.18,407
2005-06-10T05:00:00+0000,14.26,14.43,14.26,14.37,152
2005-06-13T05:00:00+0000,14.43,14.67,14.05,14.11,570
2005-06-14T05:00:00+0000,14.26,14.27,14.0,14.07,264
2005-06-15T05:00:00+0000,14.11,14.2,13.9,13.95,188
2005-06-16T05:00:00+0000,14.1,14.8,13.86,13.87,285
2005-06-17T05:00:00+0000,13.8,14.07,13.8,13.97,180
2005-06-20T05:00:00+0000,14.16,14.16,13.95,14.0,18
2005-06-21T05:00:00+0000,13.93,13.93,13.88,13.88,58
2005-06-22T05:00:00+0000,13.93,13.98,13.85,13.88,141
2005-06-23T05:00:00+0000,13.94,14.0,13.86,13.96,325
2005-06-24T05:00:00+0000,14.0,14.26,13.89,14.26,281
2005-06-27T05:00:00+0000,14.15,14.24,14.11,14.12,107
2005-06-28T05:00:00+0000,13.95,13.95,13.8,13.87,26
2005-06-29T05:00:00+0000,14.0,14.05,13.9,14.05,228
2005-06-30T05:00:00+0000,14.0,14.16,14.0,14.08,129
2005-07-01T05:00:00+0000,14.0,14.07,14.0,14.06,41
2005-07-05T05:00:00+0000,14.15,14.23,13.84,13.84,54
2005-07-06T05:00:00+0000,13.9,13.96,13.75,13.96,128
2005-07-07T05:00:00+0000,14.4,14.56,14.06,14.06,333
2005-07-08T05:00:00+0000,14.07,14.07,13.6,13.69,186
2005-07-11T05:00:00+0000,13.3,13.63,13.3,13.53,327
2005-07-12T05:00:00+0000,13.45,13.58,13.39,13.39,154
2005-07-13T05:00:00+0000,13.35,13.42,13.18,13.18,1981
2005-07-14T05:00:00+0000,13.1,13.19,13.0,13.01,210
2005-07-15T05:00:00+0000,13.0,13.0,12.76,12.89,238
2005-07-18T05:00:00+0000,12.97,12.97,12.8,12.85,93
2005-07-19T05:00:00+0000,12.9,12.9,12.64,12.64,103
2005-07-20T05:00:00+0000,12.75,12.8,12.5,12.53,134
2005-07-21T05:00:00+0000,12.62,12.7,12.3,12.45,304
2005-07-22T05:00:00+0000,12.4,12.4,12.14,12.26,174
2005-07-25T05:00:00+0000,12.3,12.38,12.3,12.35,84
2005-07-26T05:00:00+0000,12.3,12.46,12.3,12.44,78
2005-07-27T05:00:00+0000,12.36,12.4,12.31,12.31,134
2005-07-28T05:00:00+0000,12.3,12.3,12.05,12.12,261
2005-07-29T05:00:00+0000,12.2,12.31,12.15,12.31,166
2005-08-01T05:00:00+0000,12.38,12.5,12.31,12.45,80
2005-08-02T05:00:00+0000,12.4,12.45,12.34,12.4,41
2005-08-03T05:00:00+0000,12.45,12.57,12.4,12.42,135
2005-08-04T05:00:00+0000,12.4,12.7,12.4,12.7,205
2005-08-05T05:00:00+0000,12.72,12.9,12.62,12.78,320
2005-08-08T05:00:00+0000,12.56,12.88,12.55,12.88,235
2005-08-09T05:00:00+0000,12.9,12.9,12.4,12.4,306
2005-08-10T05:00:00+0000,12.32,12.32,11.94,12.09,1047
2005-08-11T05:00:00+0000,12.07,12.16,11.88,11.98,1798
2005-08-12T05:00:00+0000,11.91,12.2,11.91,12.05,779
2005-08-15T05:00:00+0000,11.89,12.05,11.77,11.82,914
2005-08-16T05:00:00+0000,11.9,12.65,11.8,12.61,1027
2005-08-17T05:00:00+0000,12.82,12.82,12.82,12.82,0
