Time,Open,High,Low,Close,Volume
2018-12-31T06:00:00+0000,21.25,21.26,20.87,20.975,6995
2019-01-02T06:00:00+0000,20.9,21.58,20.65,20.875,9820
2019-01-03T06:00:00+0000,21.2,21.67,21.04,21.525,8032
2019-01-04T06:00:00+0000,21.5,21.63,20.45,20.475,11305
2019-01-07T06:00:00+0000,20.45,20.67,20.11,20.325,6785
2019-01-08T06:00:00+0000,20.27,20.6,20.1,20.125,7266
2019-01-09T06:00:00+0000,20.15,20.17,19.75,20.0,10220
2019-01-10T06:00:00+0000,20.0,20.27,19.83,19.925,9775
2019-01-11T06:00:00+0000,19.95,20.1,19.55,19.625,10759
2019-01-14T06:00:00+0000,19.66,20.01,19.31,19.525,13711
2019-01-15T06:00:00+0000,19.55,19.55,18.76,19.075,14725
2019-01-16T06:00:00+0000,19.05,19.15,18.67,19.075,17445
2019-01-17T06:00:00+0000,18.95,19.2,18.77,18.775,16001
2019-01-18T06:00:00+0000,18.83,18.9,18.37,18.575,945
2019-01-22T06:00:00+0000,18.6,19.5,18.6,19.325,32616
2019-01-23T06:00:00+0000,19.2,19.9,18.95,19.275,27174
2019-01-24T06:00:00+0000,19.35,19.44,18.85,18.975,16020
2019-01-25T06:00:00+0000,19.0,19.0,18.4,18.425,13743
2019-01-28T06:00:00+0000,18.5,19.15,18.45,18.925,17870
2019-01-29T06:00:00+0000,18.95,19.1,18.6,18.675,16063
2019-01-30T06:00:00+0000,18.65,18.9,18.35,18.425,16860
2019-01-31T06:00:00+0000,18.42,18.45,17.81,17.925,24300
2019-02-01T06:00:00+0000,17.9,18.11,17.57,17.675,19366
2019-02-04T06:00:00+0000,17.7,17.72,17.15,17.275,15346
2019-02-05T06:00:00+0000,17.3,17.4,16.75,17.075,20548
2019-02-06T06:00:00+0000,17.1,17.2,16.77,16.975,19264
2019-02-07T06:00:00+0000,16.9,17.83,16.87,17.325,23065
2019-02-08T06:00:00+0000,17.35,17.75,17.1,17.175,22549
2019-02-11T06:00:00+0000,17.13,17.33,16.9,17.075,16668
2019-02-12T06:00:00+0000,17.15,17.15,16.65,16.875,20725
2019-02-13T06:00:00+0000,16.96,17.0,16.65,16.825,33682
2019-02-14T06:00:00+0000,16.87,17.27,16.7,17.125,41985
2019-02-15T06:00:00+0000,17.05,17.45,16.6,16.625,2224
2019-02-19T06:00:00+0000,16.65,16.92,16.45,16.625,31627
2019-02-20T06:00:00+0000,16.6,16.8,16.2,16.225,50445
2019-02-21T06:00:00+0000,16.17,16.58,16.05,16.475,56947
2019-02-22T06:00:00+0000,16.45,16.5,15.9,15.925,45508
2019-02-25T06:00:00+0000,15.9,16.23,15.45,16.125,60865
2019-02-26T06:00:00+0000,16.15,16.41,16.05,16.375,53590
2019-02-27T06:00:00+0000,16.41,16.78,16.17,16.325,61863
2019-02-28T06:00:00+0000,16.3,16.5,16.05,16.225,49643
2019-03-01T06:00:00+0000,16.31,16.36,15.6,15.625,52147
2019-03-04T06:00:00+0000,15.55,16.53,15.35,15.875,93087
2019-03-05T06:00:00+0000,15.92,16.25,15.8,16.075,55775
2019-03-06T06:00:00+0000,16.1,16.55,16.0,16.475,70509
2019-03-07T06:00:00+0000,16.46,17.3,16.4,16.875,103208
2019-03-08T06:00:00+0000,16.85,17.7,16.85,16.975,99330
2019-03-11T05:00:00+0000,17.05,17.2,15.9,15.925,90601
2019-03-12T05:00:00+0000,15.9,16.05,15.6,15.675,75599
2019-03-13T05:00:00+0000,15.65,16.0,15.35,15.475,71734
2019-03-14T05:00:00+0000,15.45,15.7,15.2,15.325,80849
2019-03-15T05:00:00+0000,15.3,15.4,14.79,14.875,85613
2019-03-18T05:00:00+0000,14.9,15.35,14.85,15.025,93428
2019-03-19T05:00:00+0000,15.0,15.4,14.75,15.125,105706
2019-03-20T05:00:00+0000,15.1,15.55,14.8,15.325,103163
2019-03-21T05:00:00+0000,15.45,15.65,14.9,15.075,88143
2019-03-22T05:00:00+0000,15.08,17.1,15.05,16.725,227106
2019-03-25T05:00:00+0000,16.65,17.5,16.5,16.825,139693
2019-03-26T05:00:00+0000,16.8,16.8,15.85,15.925,97964
2019-03-27T05:00:00+0000,15.9,17.0,15.75,16.225,110932
2019-03-28T05:00:00+0000,16.3,16.6,15.58,15.625,69511
2019-03-29T05:00:00+0000,15.6,15.75,15.05,15.225,86473
2019-04-01T05:00:00+0000,15.2,15.2,14.85,14.875,77183
2019-04-02T05:00:00+0000,15.0,15.2,14.75,14.875,62423
2019-04-03T05:00:00+0000,14.85,15.35,14.45,14.875,90461
2019-04-04T05:00:00+0000,14.9,15.2,14.7,14.775,65242
2019-04-05T05:00:00+0000,14.8,14.89,14.3,14.325,55510
2019-04-08T05:00:00+0000,14.35,14.7,14.27,14.475,63655
2019-04-09T05:00:00+0000,14.35,15.15,14.35,15.075,64896
2019-04-10T05:00:00+0000,15.1,15.21,14.3,14.425,59172
2019-04-11T05:00:00+0000,14.4,14.6,13.77,13.825,81959
2019-04-12T05:00:00+0000,13.77,13.9,12.75,12.775,83527
2019-04-15T05:00:00+0000,12.85,13.41,12.55,12.575,75039
2019-04-16T05:00:00+0000,12.65,12.75,12.25,12.575,67471
2019-04-17T05:00:00+0000,12.5,12.65,11.71,11.71,2439
