Time,Open,High,Low,Close,Volume
2017-01-03T06:00:00+0000,18.41,18.41,17.74,17.775,9075
2017-01-04T06:00:00+0000,17.8,17.82,17.12,17.275,9421
2017-01-05T06:00:00+0000,17.3,17.5,17.175,17.175,6363
2017-01-06T06:00:00+0000,17.24,17.24,16.83,17.025,8175
2017-01-09T06:00:00+0000,17.0,17.1,16.75,16.925,9821
2017-01-10T06:00:00+0000,16.92,17.08,16.75,16.875,8563
2017-01-11T06:00:00+0000,16.82,17.17,16.7,16.725,10457
2017-01-12T06:00:00+0000,16.75,17.25,16.7,16.875,11863
2017-01-13T06:00:00+0000,16.9,17.07,16.73,16.975,638
2017-01-17T06:00:00+0000,17.0,17.34,16.99,17.025,17566
2017-01-18T06:00:00+0000,17.0,17.1,16.65,16.825,26625
2017-01-19T06:00:00+0000,16.8,17.0,16.65,16.725,14786
2017-01-20T06:00:00+0000,16.74,16.75,16.3,16.375,28422
2017-01-23T06:00:00+0000,16.41,16.59,16.1,16.125,19617
2017-01-24T06:00:00+0000,16.15,16.21,15.45,15.525,29619
2017-01-25T06:00:00+0000,15.52,15.53,15.3,15.325,16011
2017-01-26T06:00:00+0000,15.32,15.55,15.23,15.425,19087
2017-01-27T06:00:00+0000,15.38,15.57,15.33,15.425,18658
2017-01-30T06:00:00+0000,15.5,16.1,15.5,15.575,24761
2017-01-31T06:00:00+0000,15.55,15.84,15.5,15.525,21285
2017-02-01T06:00:00+0000,15.55,15.55,15.15,15.225,30459
2017-02-02T06:00:00+0000,15.25,15.55,15.2,15.425,23170
2017-02-03T06:00:00+0000,15.42,15.57,15.12,15.225,21230
2017-02-06T06:00:00+0000,15.23,15.39,15.08,15.275,17169
2017-02-07T06:00:00+0000,15.25,15.43,15.17,15.325,21480
2017-02-08T06:00:00+0000,15.35,15.59,15.27,15.425,38588
2017-02-09T06:00:00+0000,15.43,15.47,15.1,15.275,37806
2017-02-10T06:00:00+0000,15.29,15.29,15.1,15.125,23992
2017-02-13T06:00:00+0000,15.1,15.15,14.75,14.8,33671
2017-02-14T06:00:00+0000,14.8,14.8,14.0,14.025,51318
2017-02-15T06:00:00+0000,14.0,14.3,13.9,14.025,96636
2017-02-16T06:00:00+0000,14.0,14.9,13.98,14.175,83481
2017-02-17T06:00:00+0000,14.2,14.6,14.15,14.35,3884
2017-02-21T06:00:00+0000,14.3,14.6,14.2,14.525,62706
2017-02-22T06:00:00+0000,14.55,14.9,14.5,14.625,64506
2017-02-23T06:00:00+0000,14.64,15.28,14.6,15.225,80438
2017-02-24T06:00:00+0000,15.25,15.82,15.2,15.25,82364
2017-02-27T06:00:00+0000,15.25,15.28,14.9,15.125,48798
2017-02-28T06:00:00+0000,15.1,15.5,15.02,15.325,61341
2017-03-01T06:00:00+0000,15.35,15.38,14.78,15.075,65867
2017-03-02T06:00:00+0000,15.08,15.2,14.85,15.025,72439
2017-03-03T06:00:00+0000,15.05,15.17,14.52,14.575,59850
2017-03-06T06:00:00+0000,14.55,14.8,14.35,14.425,48620
2017-03-07T06:00:00+0000,14.45,14.55,14.2,14.475,64257
2017-03-08T06:00:00+0000,14.45,14.7,14.15,14.425,57450
2017-03-09T06:00:00+0000,14.45,14.65,14.25,14.425,77017
2017-03-10T06:00:00+0000,14.44,14.48,14.15,14.2,59298
2017-03-13T05:00:00+0000,14.3,14.3,13.85,13.875,57993
2017-03-14T05:00:00+0000,13.87,14.23,13.8,14.075,106799
2017-03-15T05:00:00+0000,14.07,14.1,13.5,13.725,89327
2017-03-16T05:00:00+0000,13.67,13.73,13.25,13.275,90992
2017-03-17T05:00:00+0000,13.3,13.33,12.95,13.275,96964
2017-03-20T05:00:00+0000,13.27,13.4,13.0,13.175,118771
2017-03-21T05:00:00+0000,13.15,13.8,12.8,13.775,241886
2017-03-22T05:00:00+0000,13.75,14.25,13.55,13.925,163567
2017-03-23T05:00:00+0000,13.9,14.3,13.55,14.275,124057
2017-03-24T05:00:00+0000,14.25,14.65,13.69,13.925,144391
2017-03-27T05:00:00+0000,14.1,14.8,13.55,13.575,142968
2017-03-28T05:00:00+0000,13.6,13.6,12.85,12.925,116736
2017-03-29T05:00:00+0000,12.9,13.0,12.7,12.925,77180
2017-03-30T05:00:00+0000,12.95,13.15,12.75,12.825,80542
2017-03-31T05:00:00+0000,12.85,13.3,12.8,13.275,82994
2017-04-03T05:00:00+0000,13.2,14.0,13.05,13.475,125277
2017-04-04T05:00:00+0000,13.5,13.75,13.1,13.225,85457
2017-04-05T05:00:00+0000,13.23,13.95,12.85,13.875,125969
2017-04-06T05:00:00+0000,13.88,14.0,13.1,13.575,110037
2017-04-07T05:00:00+0000,13.55,14.25,13.47,14.025,153606
2017-04-10T05:00:00+0000,14.05,15.05,13.75,15.025,137449
2017-04-11T05:00:00+0000,15.0,16.45,14.9,15.975,193738
2017-04-12T05:00:00+0000,16.0,16.5,15.75,16.275,127637
2017-04-13T05:00:00+0000,16.3,16.65,15.67,16.325,121362
2017-04-17T05:00:00+0000,16.3,16.5,15.05,15.075,76539
2017-04-18T05:00:00+0000,15.05,15.7,14.65,14.725,95583
2017-04-19T05:00:00+0000,14.75,14.85,14.15,14.3,100204
