Time,Open,High,Low,Close,Volume
2015-02-02T06:00:00+0000,20.45,20.79,19.8,19.875,16110
2015-02-03T06:00:00+0000,19.93,20.13,19.55,19.575,11823
2015-02-04T06:00:00+0000,19.58,20.17,19.47,20.125,11035
2015-02-05T06:00:00+0000,20.19,20.3,19.52,19.65,8027
2015-02-06T06:00:00+0000,19.61,20.43,19.28,19.9,14427
2015-02-09T06:00:00+0000,20.1,20.53,19.98,20.275,9156
2015-02-10T06:00:00+0000,20.3,20.4,19.75,19.775,6863
2015-02-11T06:00:00+0000,19.7,20.14,19.675,19.675,7496
2015-02-12T06:00:00+0000,19.7,19.9,19.0,19.1,12105
2015-02-13T06:00:00+0000,19.1,19.22,18.75,18.875,179
2015-02-17T06:00:00+0000,18.9,19.19,18.75,19.075,12631
2015-02-18T06:00:00+0000,19.1,19.2,18.86,18.975,11456
2015-02-19T06:00:00+0000,19.0,19.22,18.85,18.925,9043
2015-02-20T06:00:00+0000,18.95,19.24,18.35,18.425,12807
2015-02-23T06:00:00+0000,18.52,18.66,18.39,18.525,7728
2015-02-24T06:00:00+0000,18.55,18.6,17.85,17.875,13621
2015-02-25T06:00:00+0000,17.85,18.2,17.5,18.125,21053
2015-02-26T06:00:00+0000,18.1,18.29,17.75,17.925,12735
2015-02-27T06:00:00+0000,17.85,18.02,17.7,17.825,12438
2015-03-02T06:00:00+0000,17.75,17.92,17.4,17.425,13952
2015-03-03T06:00:00+0000,17.44,17.93,17.42,17.725,12562
2015-03-04T06:00:00+0000,17.67,18.1,17.6,17.675,16385
2015-03-05T06:00:00+0000,17.7,17.8,17.45,17.475,13680
2015-03-06T06:00:00+0000,17.45,18.15,17.4,18.025,17912
2015-03-09T05:00:00+0000,17.98,18.03,17.75,17.875,15060
2015-03-10T05:00:00+0000,17.9,18.6,17.85,18.55,20613
2015-03-11T05:00:00+0000,18.55,18.82,18.19,18.775,17406
2015-03-12T05:00:00+0000,18.75,18.75,17.9,17.925,14305
2015-03-13T05:00:00+0000,17.95,18.7,17.82,18.275,20214
2015-03-16T05:00:00+0000,18.25,18.35,17.7,18.025,17358
2015-03-17T05:00:00+0000,17.98,18.3,17.88,17.925,17429
2015-03-18T05:00:00+0000,17.94,18.25,17.28,17.475,42126
2015-03-19T05:00:00+0000,17.5,17.95,17.4,17.675,34891
2015-03-20T05:00:00+0000,17.66,18.05,16.65,17.625,63639
2015-03-23T05:00:00+0000,17.6,17.75,17.35,17.625,23973
2015-03-24T05:00:00+0000,17.6,17.62,17.2,17.575,36754
2015-03-25T05:00:00+0000,17.53,18.23,17.35,18.075,45061
2015-03-26T05:00:00+0000,18.1,18.7,17.78,17.825,51750
2015-03-27T05:00:00+0000,17.85,18.05,17.65,17.725,27554
2015-03-30T05:00:00+0000,17.7,17.83,17.3,17.375,34565
2015-03-31T05:00:00+0000,17.35,17.85,17.32,17.825,35621
2015-04-01T05:00:00+0000,17.79,18.4,17.65,17.675,47039
2015-04-02T05:00:00+0000,17.69,17.9,17.45,17.475,1542
2015-04-06T05:00:00+0000,17.9,17.95,16.95,17.125,34284
2015-04-07T05:00:00+0000,17.1,17.25,16.8,17.075,39202
2015-04-08T05:00:00+0000,17.08,17.15,16.7,16.725,47530
2015-04-09T05:00:00+0000,16.75,16.89,16.15,16.175,59718
2015-04-10T05:00:00+0000,16.2,16.27,15.4,15.425,65771
2015-04-13T05:00:00+0000,15.45,16.1,15.18,16.075,89413
2015-04-14T05:00:00+0000,16.05,16.25,15.6,15.625,63428
2015-04-15T05:00:00+0000,15.65,15.8,15.25,15.325,63150
2015-04-16T05:00:00+0000,15.3,15.74,15.0,15.125,52875
2015-04-17T05:00:00+0000,15.15,16.24,15.1,15.675,103005
2015-04-20T05:00:00+0000,15.6,15.75,15.0,15.175,67061
2015-04-21T05:00:00+0000,15.2,15.35,14.85,15.125,55275
2015-04-22T05:00:00+0000,15.1,15.47,14.85,14.925,53675
2015-04-23T05:00:00+0000,14.95,15.25,14.6,14.725,46780
2015-04-24T05:00:00+0000,14.75,14.85,14.55,14.625,39018
2015-04-27T05:00:00+0000,14.6,15.25,14.4,15.125,55365
2015-04-28T05:00:00+0000,15.1,15.75,14.45,14.475,68270
2015-04-29T05:00:00+0000,14.55,15.3,14.5,15.075,88823
2015-04-30T05:00:00+0000,15.1,15.85,14.95,15.525,78098
2015-05-01T05:00:00+0000,15.55,15.55,14.45,14.475,64322
2015-05-04T05:00:00+0000,14.5,14.8,14.25,14.475,51943
2015-05-05T05:00:00+0000,14.5,15.27,14.45,15.225,88584
2015-05-06T05:00:00+0000,15.22,16.28,14.9,15.675,101558
2015-05-07T05:00:00+0000,15.65,16.2,15.35,15.425,86385
2015-05-08T05:00:00+0000,15.45,15.5,14.2,14.375,85698
2015-05-11T05:00:00+0000,14.4,14.95,14.25,14.925,59717
2015-05-12T05:00:00+0000,14.9,15.53,14.5,14.625,70928
2015-05-13T05:00:00+0000,14.65,14.77,14.23,14.325,84627
2015-05-14T05:00:00+0000,14.35,14.45,13.7,13.725,51868
2015-05-15T05:00:00+0000,13.7,14.05,13.5,13.675,89585
2015-05-18T05:00:00+0000,13.7,13.9,13.15,13.275,68778
2015-05-19T05:00:00+0000,13.25,13.33,12.85,13.125,69271
2015-05-20T05:00:00+0000,13.15,13.3,13.05,13.11,70277
