Time,Open,High,Low,Close,Volume
2017-12-01T06:00:00+0000,14.7,15.62,14.65,14.875,24398
2017-12-04T06:00:00+0000,14.8,14.88,14.42,14.825,11848
2017-12-05T06:00:00+0000,14.85,14.9,14.52,14.725,11505
2017-12-06T06:00:00+0000,14.75,14.89,14.65,14.675,6701
2017-12-07T06:00:00+0000,14.7,14.75,14.35,14.375,7932
2017-12-08T06:00:00+0000,14.37,14.4,14.17,14.275,34003
2017-12-11T06:00:00+0000,14.23,14.38,14.05,14.075,15739
2017-12-12T06:00:00+0000,14.08,14.15,14.0,14.075,15128
2017-12-13T06:00:00+0000,14.1,14.2,13.9,13.925,17768
2017-12-14T06:00:00+0000,13.9,14.02,13.8,13.925,20880
2017-12-15T06:00:00+0000,13.93,13.95,13.55,13.575,18605
2017-12-18T06:00:00+0000,13.58,13.58,13.28,13.325,16769
2017-12-19T06:00:00+0000,13.34,13.45,13.25,13.275,17863
2017-12-20T06:00:00+0000,13.25,13.35,13.1,13.275,21150
2017-12-21T06:00:00+0000,13.26,13.27,13.08,13.125,20078
2017-12-22T06:00:00+0000,13.13,13.2,13.0,13.175,14197
2017-12-26T06:00:00+0000,13.2,13.22,12.95,13.1,12934
2017-12-27T06:00:00+0000,13.1,13.15,12.95,13.075,14499
2017-12-28T06:00:00+0000,13.08,13.1,13.0,13.075,12385
2017-12-29T06:00:00+0000,13.05,13.3,12.95,13.225,18426
2018-01-02T06:00:00+0000,13.24,13.3,12.82,12.825,26366
2018-01-03T06:00:00+0000,12.82,12.85,12.55,12.625,38122
2018-01-04T06:00:00+0000,12.65,12.7,12.45,12.675,23901
2018-01-05T06:00:00+0000,12.65,12.72,12.55,12.575,20597
2018-01-08T06:00:00+0000,12.6,12.65,12.35,12.475,22562
2018-01-09T06:00:00+0000,12.5,12.6,12.35,12.525,36227
2018-01-10T06:00:00+0000,12.57,12.8,12.3,12.375,30978
2018-01-11T06:00:00+0000,12.37,12.38,12.22,12.325,29386
2018-01-12T06:00:00+0000,12.31,12.4,12.2,12.375,2889
2018-01-16T06:00:00+0000,12.28,12.99,12.2,12.725,84362
2018-01-17T06:00:00+0000,12.67,12.96,12.45,12.575,91981
2018-01-18T06:00:00+0000,12.6,12.95,12.45,12.775,124561
2018-01-19T06:00:00+0000,12.77,12.9,12.5,12.525,63185
2018-01-22T06:00:00+0000,12.65,12.7,12.35,12.475,53008
2018-01-23T06:00:00+0000,12.45,12.8,12.44,12.725,75875
2018-01-24T06:00:00+0000,12.73,13.18,12.6,12.925,102353
2018-01-25T06:00:00+0000,12.9,13.22,12.73,13.025,75478
2018-01-26T06:00:00+0000,13.05,13.15,12.85,13.075,59429
2018-01-29T06:00:00+0000,13.1,13.85,13.0,13.825,109720
2018-01-30T06:00:00+0000,13.85,14.55,13.79,14.075,165947
2018-01-31T06:00:00+0000,14.05,14.2,13.58,13.675,122549
2018-02-01T06:00:00+0000,13.69,14.0,13.0,13.425,139885
2018-02-02T06:00:00+0000,13.4,15.0,13.08,14.975,280268
2018-02-05T06:00:00+0000,15.0,29.25,14.43,27.975,425027
2018-02-06T06:00:00+0000,27.4,28.0,18.1,21.025,670499
2018-02-07T06:00:00+0000,20.45,20.9,17.8,19.875,245889
2018-02-08T06:00:00+0000,19.7,23.35,18.75,21.65,269165
2018-02-09T06:00:00+0000,21.6,23.44,20.34,20.425,201982
2018-02-12T06:00:00+0000,20.3,21.2,19.75,19.825,181166
2018-02-13T06:00:00+0000,19.85,21.1,19.8,19.825,137927
2018-02-14T06:00:00+0000,19.85,20.81,17.65,17.875,148449
2018-02-15T06:00:00+0000,17.9,18.15,17.1,17.525,87196
2018-02-16T06:00:00+0000,17.5,18.02,16.9,17.775,85110
2018-02-20T06:00:00+0000,17.9,18.95,17.75,18.375,75900
2018-02-21T06:00:00+0000,18.35,18.95,17.1,18.575,99140
2018-02-22T06:00:00+0000,18.55,19.4,17.85,18.075,73138
2018-02-23T06:00:00+0000,18.1,18.2,16.72,16.775,80610
2018-02-26T06:00:00+0000,16.7,16.95,16.03,16.175,61709
2018-02-27T06:00:00+0000,16.15,18.05,16.02,17.525,121939
2018-02-28T06:00:00+0000,17.55,18.9,17.15,18.575,120242
2018-03-01T06:00:00+0000,18.55,21.25,18.17,19.975,163611
2018-03-02T06:00:00+0000,19.9,21.9,18.93,19.025,126011
2018-03-05T06:00:00+0000,19.0,20.17,17.95,18.275,82456
2018-03-06T06:00:00+0000,18.45,19.05,17.85,18.325,64990
2018-03-07T06:00:00+0000,19.2,20.0,17.75,17.875,104262
2018-03-08T06:00:00+0000,17.9,18.17,17.0,17.225,94470
2018-03-09T06:00:00+0000,17.16,17.38,15.35,15.775,109874
2018-03-12T05:00:00+0000,15.9,16.48,15.4,16.175,73319
2018-03-13T05:00:00+0000,16.2,17.15,15.61,16.775,93012
2018-03-14T05:00:00+0000,16.95,17.56,16.2,17.375,89326
2018-03-15T05:00:00+0000,17.3,17.76,16.25,16.775,69522
2018-03-16T05:00:00+0000,16.7,17.05,15.5,16.275,71528
2018-03-19T05:00:00+0000,16.3,20.2,16.21,18.175,148273
2018-03-20T05:00:00+0000,18.43,19.1,17.8,18.375,79892
2018-03-21T05:00:00+0000,18.45,18.7,17.35,17.76,2536
