Time,Open,High,Low,Close,Volume
2007-01-03T06:00:00+0000,14.53,14.53,14.53,14.53,0
2007-01-04T06:00:00+0000,14.4,14.4,14.3,14.36,3
2007-01-05T06:00:00+0000,14.39,14.39,14.39,14.39,0
2007-01-08T06:00:00+0000,14.4,14.44,14.34,14.34,18
2007-01-09T06:00:00+0000,14.43,14.43,14.32,14.36,27
2007-01-10T06:00:00+0000,14.38,14.39,14.32,14.32,23
2007-01-11T06:00:00+0000,14.0,14.02,14.0,14.02,4
2007-01-12T06:00:00+0000,13.91,13.91,13.76,13.82,11
2007-01-16T06:00:00+0000,13.77,13.77,13.57,13.57,107
2007-01-17T06:00:00+0000,13.57,13.57,13.57,13.57,0
2007-01-18T06:00:00+0000,13.5,13.5,13.44,13.47,20
2007-01-19T06:00:00+0000,13.98,13.98,13.22,13.32,45
2007-01-22T06:00:00+0000,13.46,13.5,13.35,13.35,18
2007-01-23T06:00:00+0000,13.4,13.4,13.28,13.33,8
2007-01-24T06:00:00+0000,13.25,13.3,13.22,13.28,106
2007-01-25T06:00:00+0000,13.34,13.51,13.26,13.45,8
2007-01-26T06:00:00+0000,13.47,13.55,13.47,13.47,5
2007-01-29T06:00:00+0000,13.45,13.45,13.45,13.45,0
2007-01-30T06:00:00+0000,13.35,13.35,13.35,13.35,0
2007-01-31T06:00:00+0000,13.4,13.4,13.15,13.17,55
2007-02-01T06:00:00+0000,13.08,13.08,13.08,13.08,0
2007-02-02T06:00:00+0000,13.05,13.08,13.05,13.08,3
2007-02-05T06:00:00+0000,13.05,13.05,13.02,13.05,5
2007-02-06T06:00:00+0000,13.05,13.05,12.83,12.83,19
2007-02-07T06:00:00+0000,12.8,12.83,12.8,12.83,2
2007-02-08T06:00:00+0000,12.9,12.95,12.83,12.83,85
2007-02-09T06:00:00+0000,12.9,13.17,12.9,13.17,55
2007-02-12T06:00:00+0000,13.3,13.46,13.29,13.39,42
2007-02-13T06:00:00+0000,13.29,13.3,13.08,13.14,157
2007-02-14T06:00:00+0000,13.0,13.0,12.76,12.8,138
2007-02-15T06:00:00+0000,12.48,12.73,12.47,12.61,115
2007-02-16T06:00:00+0000,12.65,12.67,12.58,12.58,13
2007-02-20T06:00:00+0000,12.67,12.67,12.3,12.31,29
2007-02-21T06:00:00+0000,12.3,12.47,12.2,12.26,108
2007-02-22T06:00:00+0000,12.16,12.31,12.15,12.21,190
2007-02-23T06:00:00+0000,12.28,12.69,12.25,12.59,307
2007-02-26T06:00:00+0000,12.46,12.66,12.45,12.54,252
2007-02-27T06:00:00+0000,12.96,15.0,12.96,14.49,411
2007-02-28T06:00:00+0000,14.0,14.2,13.32,13.55,198
2007-03-01T06:00:00+0000,14.5,14.89,13.65,14.04,264
2007-03-02T06:00:00+0000,14.2,14.74,14.2,14.59,298
2007-03-05T06:00:00+0000,14.83,15.07,14.51,15.01,538
2007-03-06T06:00:00+0000,14.69,14.69,14.0,14.12,241
2007-03-07T06:00:00+0000,14.02,14.21,13.84,14.17,203
2007-03-08T06:00:00+0000,13.79,13.79,13.52,13.71,202
2007-03-09T06:00:00+0000,13.5,13.78,13.5,13.76,108
2007-03-12T05:00:00+0000,13.86,13.9,13.4,13.62,71
2007-03-13T05:00:00+0000,13.79,14.9,13.7,14.59,230
2007-03-14T05:00:00+0000,14.5,16.15,14.5,15.15,3094
2007-03-15T05:00:00+0000,15.18,15.33,14.81,15.33,4207
2007-03-16T05:00:00+0000,15.34,15.86,15.2,15.79,1686
2007-03-19T05:00:00+0000,15.4,15.49,14.8,14.89,409
2007-03-20T05:00:00+0000,14.78,15.0,14.35,14.38,564
2007-03-21T05:00:00+0000,14.41,14.54,13.01,13.28,1531
2007-03-22T05:00:00+0000,13.34,13.56,13.15,13.36,1039
2007-03-23T05:00:00+0000,13.4,13.55,13.3,13.33,369
2007-03-26T05:00:00+0000,13.49,14.5,13.21,13.38,675
2007-03-27T05:00:00+0000,13.35,14.08,13.35,13.93,243
2007-03-28T05:00:00+0000,14.37,15.2,14.23,14.72,854
2007-03-29T05:00:00+0000,14.4,15.2,14.4,14.6,215
2007-03-30T05:00:00+0000,14.45,15.06,14.12,14.49,218
2007-04-02T05:00:00+0000,14.54,14.9,14.5,14.7,354
2007-04-03T05:00:00+0000,14.1,14.25,13.74,14.0,408
2007-04-04T05:00:00+0000,14.0,14.1,13.55,13.65,533
2007-04-05T05:00:00+0000,13.75,13.75,13.37,13.53,280
2007-04-09T05:00:00+0000,13.4,13.59,13.15,13.3,181
2007-04-10T05:00:00+0000,13.08,13.08,12.65,12.71,1428
2007-04-11T05:00:00+0000,13.04,13.4,13.0,13.28,1759
2007-04-12T05:00:00+0000,13.44,13.83,12.77,12.87,967
2007-04-13T05:00:00+0000,12.71,12.89,12.31,12.39,2341
2007-04-16T05:00:00+0000,12.2,12.2,11.55,11.67,3447
2007-04-17T05:00:00+0000,11.65,11.9,11.4,11.87,2526
2007-04-18T05:00:00+0000,12.03,12.03,12.03,12.03,0
