Time,Open,High,Low,Close,Volume
2018-06-04T05:00:00+0000,16.1,16.1,15.6,15.625,5298
2018-06-05T05:00:00+0000,15.6,15.72,15.45,15.475,7284
2018-06-06T05:00:00+0000,15.5,15.5,15.1,15.175,6962
2018-06-07T05:00:00+0000,15.18,15.53,15.04,15.275,10035
2018-06-08T05:00:00+0000,15.25,15.72,15.17,15.325,7929
2018-06-11T05:00:00+0000,15.4,15.45,15.16,15.225,7508
2018-06-12T05:00:00+0000,15.2,15.4,15.12,15.275,11116
2018-06-13T05:00:00+0000,15.2,15.45,15.06,15.425,8566
2018-06-14T05:00:00+0000,15.36,15.55,14.87,15.1,11498
2018-06-15T05:00:00+0000,15.06,15.33,14.95,14.975,14609
2018-06-18T05:00:00+0000,15.05,15.4,14.8,14.825,13254
2018-06-19T05:00:00+0000,14.85,15.81,14.8,15.275,25929
2018-06-20T05:00:00+0000,15.31,15.42,14.92,15.225,16497
2018-06-21T05:00:00+0000,15.21,15.82,15.05,15.7,21331
2018-06-22T05:00:00+0000,15.8,15.85,15.26,15.525,17056
2018-06-25T05:00:00+0000,15.55,17.03,15.55,16.475,48058
2018-06-26T05:00:00+0000,16.45,16.68,16.2,16.45,30266
2018-06-27T05:00:00+0000,16.46,17.15,16.06,17.075,31289
2018-06-28T05:00:00+0000,17.02,17.57,16.71,16.825,37976
2018-06-29T05:00:00+0000,16.7,16.85,16.25,16.725,23125
2018-07-02T05:00:00+0000,16.81,17.36,16.63,16.675,20709
2018-07-03T05:00:00+0000,16.72,17.0,16.37,16.975,1326
2018-07-05T05:00:00+0000,16.8,16.98,16.41,16.475,17053
2018-07-06T05:00:00+0000,16.57,16.7,15.95,16.075,21287
2018-07-09T05:00:00+0000,16.0,16.01,15.2,15.225,27073
2018-07-10T05:00:00+0000,15.25,15.32,14.9,14.975,27208
2018-07-11T05:00:00+0000,15.29,15.8,15.15,15.375,29948
2018-07-12T05:00:00+0000,15.35,15.37,14.9,14.975,23806
2018-07-13T05:00:00+0000,15.02,15.15,14.8,14.875,24157
2018-07-16T05:00:00+0000,14.75,15.01,14.65,14.875,40501
2018-07-17T05:00:00+0000,14.9,15.1,14.63,14.775,38160
2018-07-18T05:00:00+0000,14.75,15.0,14.62,14.875,37198
2018-07-19T05:00:00+0000,14.87,15.17,14.77,15.025,36001
2018-07-20T05:00:00+0000,15.02,15.41,14.9,15.175,41315
2018-07-23T05:00:00+0000,15.09,15.37,14.95,15.025,33172
2018-07-24T05:00:00+0000,15.0,15.3,14.65,14.975,51678
2018-07-25T05:00:00+0000,15.0,15.18,14.71,14.875,47525
2018-07-26T05:00:00+0000,14.9,15.1,14.75,14.925,39215
2018-07-27T05:00:00+0000,14.85,15.5,14.7,15.175,79194
2018-07-30T05:00:00+0000,15.23,15.65,15.0,15.625,51987
2018-07-31T05:00:00+0000,15.57,15.58,15.0,15.025,58870
2018-08-01T05:00:00+0000,15.05,15.25,14.85,15.125,55958
2018-08-02T05:00:00+0000,15.1,15.78,14.85,14.975,68313
2018-08-03T05:00:00+0000,14.85,15.02,14.65,14.8,50362
2018-08-06T05:00:00+0000,14.78,14.9,14.3,14.375,58077
2018-08-07T05:00:00+0000,14.35,14.5,14.0,14.025,57204
2018-08-08T05:00:00+0000,14.0,14.16,13.8,13.975,50107
2018-08-09T05:00:00+0000,14.0,14.15,13.75,14.125,48473
2018-08-10T05:00:00+0000,14.15,14.95,14.1,14.775,121611
2018-08-13T05:00:00+0000,14.75,15.5,14.3,15.475,126678
2018-08-14T05:00:00+0000,15.45,15.5,14.65,14.725,84298
2018-08-15T05:00:00+0000,14.7,16.41,14.7,15.225,195494
2018-08-16T05:00:00+0000,15.3,15.4,14.51,14.775,111630
2018-08-17T05:00:00+0000,14.76,15.1,14.3,14.325,102432
2018-08-20T05:00:00+0000,14.3,14.45,14.02,14.175,83026
2018-08-21T05:00:00+0000,14.2,14.65,13.95,14.625,93802
2018-08-22T05:00:00+0000,14.75,15.01,14.15,14.175,96344
2018-08-23T05:00:00+0000,14.15,14.43,13.95,14.225,84412
2018-08-24T05:00:00+0000,14.25,14.25,13.85,14.125,70532
2018-08-27T05:00:00+0000,14.1,14.15,13.84,14.125,45138
2018-08-28T05:00:00+0000,14.15,14.3,13.95,14.075,60607
2018-08-29T05:00:00+0000,14.15,14.26,13.9,13.925,61519
2018-08-30T05:00:00+0000,13.95,14.7,13.92,14.525,102816
2018-08-31T05:00:00+0000,14.65,14.95,13.95,14.025,6307
2018-09-04T05:00:00+0000,13.9,14.86,13.85,14.225,109531
2018-09-05T05:00:00+0000,14.3,15.05,14.25,14.575,91675
2018-09-06T05:00:00+0000,14.65,15.45,14.4,15.175,117255
2018-09-07T05:00:00+0000,15.2,15.65,14.97,15.375,113726
2018-09-10T05:00:00+0000,15.4,15.45,14.65,14.775,79624
2018-09-11T05:00:00+0000,14.8,15.15,14.2,14.225,88106
2018-09-12T05:00:00+0000,14.2,14.45,14.0,14.025,80983
2018-09-13T05:00:00+0000,14.06,14.21,13.3,13.375,80521
2018-09-14T05:00:00+0000,13.45,13.51,12.85,12.875,89911
2018-09-17T05:00:00+0000,13.15,13.75,12.85,13.575,83816
2018-09-18T05:00:00+0000,13.6,14.05,12.7,12.725,85469
2018-09-19T05:00:00+0000,12.7,12.9,11.94,11.94,3004
