sel,n,mean_pct,t,win_pct,med_pct
lag 5,6377,0.22749358829905605,8.901709171299212,45.72683079818096,-0.06870229007633577
lag 10,6338,0.24231396478966377,6.511690596909969,42.26885452824235,-0.24621385222663555
lag 15,6300,0.30855631244786696,6.470094402540161,41.3968253968254,-0.3521962671051663
lag 20,6289,0.2559902933479304,4.622128579157671,40.340276673557,-0.47435897435897445
